payment_id,ticket_id,fecha_pago,store_id,caja_id,cajero_id,metodo_pago,importe_pagado,moneda,referencia_autorizacion,estado_pago,observaciones
PAY-0000208,T-500070,22/05/25 16:45,S002,CAJ01,EMP057,Efectivo,935.34,EUR,JZR25MDF7,OK,
PAY-0000209,T-500071,10 de abril de 2025 19:08,S005,CAJ06,EMP035,Tarjeta (Crédito),"82,32",EUR,01TNZRF5A7Q,OK,
PAY-0000210,T-500071,10 de abril de 2025 19:08,S005,CAJ06,EMP035,Cupon,96.36€,EUR,,OK,
PAY-0000211,T-500071,10 de abril de 2025 19:08,S005,CAJ06,EMP035,EFECTIVO,55.41,EUR,Y9LAACOSYM,OK,
PAY-0000212,T-500072 ,2025-11-04 01:41:00,S002,CAJ07,EMP072,CC,1177.23,EUR,,OK,
PAY-0000213,T-500073,2025-08-07,S003,CAJ04,EMP080,Credit Card,€299.46,EUR,J3GC9HOX,OK,
PAY-0000214,T-500074,2025-02-15 03:32:00,S004,CAJ01,EMP039,Contado,681.05,EURO,US7RP422TA8,OK,
PAY-0000215,T-500075,2025-08-28,S005,CAJ03,EMP013,TARJETA CREDITO,€241.80,EUR,XKODYR5PGBA,OK,
PAY-0000216,T-500076,2025-02-17 10:36:00,S003,CAJ06,EMP036,Tarjeta (Crédito),"1400,12",EUR,FU7BFXQ7BZEG,OK,
PAY-0000217,T-500077,2025-03-25 20:48:44,S002,CAJ04,EMP071,Tarjeta credito,397.88,EUR,TL8HBGCJ1GNF,OK,
PAY-0000218,T-500078,2025-01-11 00:17:18,s002,CAJ05,EMP015,Tarjeta (Crédito),114.39 EUR,EUR,HXSO7VBGR,OK,
PAY-0000219,T-500079,2025-05-21 14:26:00,S002,CAJ02,EMP061,tarjeta regalo,"133,04",EUR,RF7BNHJW6QD,OK,
PAY-0000220,T-500079,21/05/25 14:26,S002,CAJ02,EMP061,Cash,11.67,EUR,IIOH6CVBPH,OK,
PAY-0000221,T-500080,15/06/2025,S005,CAJ01,EMP062,Debit Card,"268,15",EUR,6UTIOS5HRQAP,OK,
PAY-0000222,T-500081,2025-06-26 04:56:03,S005,CAJ06,EMP077,Tarjeta debito,1208.59,EUR,1YOHMI9AYFQU,OK,
PAY-0000223,T-500082,11/10/25 08:28,S002,CAJ04,EMP059,Tarjeta credito,"246,06",EUR,T22C50B8Y5DN,OK,
PAY-0000224,T-500084,10/02/25 05:37,S004,CAJ01,EMP077,CC,31.52,EUR,MJYJCMRSEZ,OK,
PAY-0000225,T-500085,2025-09-07,S003,CAJ07,EMP080,CC,482.96,EUR,ZR5SWK8T,OK,
PAY-0000226,T-500086,5 de junio de 2025 15:34,S003,,EMP019,Efectivo,509.59,EUR,4QKE2GJR81BM,OK,
PAY-0000227,T-500087,10/12/2025 01:20,S003,CAJ06,EMP073,Contado,137.02 EUR,EUR,9FQ9TEA718,OK,
PAY-0000228,T-500087,2025-12-10,S003,CAJ06,EMP073,TARJETA CREDITO,287.00,EUR,07MERBYEAWHM,OK,
PAY-0000229,T-500088,16/06/25 23:05,S004,CAJ07,EMP066,DC,€1485.69,EUR,,OK,
PAY-0000230,T-500089,2025-02-16,S001,CAJ04,EMP033,tarjeta regalo,€402.38,EUR,,OK,
PAY-0000231,T-500089,16/02/25 14:20,S001,CAJ04,EMP033,Cash,"165,57",EUR,AWJGQU6H,OK,
PAY-0000232,T-500090,01/12/25 19:26,S003,CAJ01,EMP059,cash,59.06,EUR,B1R8VNRPJ,OK,
PAY-0000233,T-500090,2025-12-01 19:26:00,S003,CAJ01,EMP059,Tarjeta (Crédito),188.78,EUR,JP6MKT7S,OK,
PAY-0000234,T-500091,2025-11-24 23:09:00,S003,CAJ08,EMP047,Tarjeta debito,"102,94",EUR,O7FHS32UY84,OK,
PAY-0000235,T-500092,16/05/25 16:24,S001,CAJ02,EMP025,Credit Card,488.26,EUR,I4FIEECY,OK,
PAY-0000236,T-500092,2025-05-16 16:24:00,S001,CAJ02,EMP025,Cash,"628,35",EUR,127H6GMD,OK,
PAY-0000237,T-500093,24/06/25 08:06,S001,CAJ08,EMP073,Cupón,€384.51,EUR,774RZGYD,OK,
PAY-0000238,T-500093,24/06/25 08:06,S001,CAJ08,EMP073,TARJETA CREDITO,279.00,EUR,CRNQ0Y4I,OK,
PAY-0000239,T-500094,18/08/25 16:25,S003,CAJ02,EMP039,Tarjeta (Crédito),849.77 EUR,EUR,C9MV9E40K,OK,
PAY-0000240,T-500095,2025-10-14 23:14:35,S001,CAJ07,EMP071,Tarjeta (Crédito),918.38,EUR,,OK,
PAY-0000241,T-500096,2025-02-02 18:09:00,S002,CAJ08,EMP044,Credit Card,56.63,EUR,T8BP6NLNQBU4,OK,
PAY-0000242,T-500096,02/02/25 18:00,S002,CAJ08,EMP044,Visa/Mastercard,636.71,EUR,OR8WM9LB,OK,
PAY-0000243,T-500097,09/09/25 09:19,S003,CAJ06,EMP007,Visa/Mastercard,€582.29,EUR,EGTBXPSPAQ,OK,
PAY-0000244,T-500098,2025-09-29 06:18:18,S002,CAJ03,EMP040,TARJETA CREDITO,65.62€,EUR,4TKB9OI0,OK,
PAY-0000245,T-500099,2025-03-12 00:10:19,S005,CAJ07,EMP003,cash,€34.27,EUR,Q1GAZ5UH80Q7,OK,
PAY-0000246,T-500100,2025-05-27 08:52:00,S005,CAJ01,EMP080,Credit Card,"212,42",EUR,JVOEGI3QU,OK,
PAY-0000247,T-500100,27/05/25 07:17,S005,CAJ01,EMP080,Contado,80.68,EUR,LKC86Y5O,OK,
PAY-0000248,T-500101,2025-10-18 16:51:00,S001,CAJ04,EMP079,Contado,269.30,EUR,307HDHJO5CT,OK,
PAY-0000249,T-500102,15/07/2025 07:25,S002,CAJ08,EMP037,Cash,-4.73,EUR,,OK,Importe negativo (posible devolución mal registrada)
PAY-0000250,T-500103,21/04/2025 16:58,S004,CAJ02,EMP067,,114.48,EUR,K4FPL3X2J,OK,
PAY-0000251,T-500104,2025-05-30 23:39:00,S003,CAJ07,EMP065,Cash,"1,194.56",EUR,2EOWLCFS831,OK,
PAY-0000252,T-500105,2025-02-23 21:38:00,S002,CAJ05,EMP061,cash,6.71,EUR,7XW69HZG,OK,
PAY-0000253,T-500105,23/02/25 21:38,S002,CAJ05,EMP061,Credit Card,47.69,EUR,G52KRE4V9,OK,
PAY-0000254,T-500106,2025-02-17 07:42:32,S002,CAJ07,EMP037,Cash,1696.18,EUR,Z0JDCLI6978,OK,
PAY-0000255,T-500107,04/04/25 10:13,S005,CAJ03,EMP001,FINANCIACION,"347,84",EUR,JL9R9KMP6,OK,
PAY-0000256,T-500108,2025-05-25 23:25:49,S005,CAJ07,EMP006,CC,"270,33",EUR,ZP97BMZRR,OK,
PAY-0000257,T-500108,2025-05-25 23:25:49,S005,CAJ07,EMP006,TARJETA CREDITO,"75,21",EUR,G7IRDLK9EN7D,OK,
PAY-0000258,T-500109,2025-09-23 21:47:00,S003,CAJ06,EMP023,Voucher,220.68,EUR,LBC8NOG85D,OK,
PAY-0000259,T-500110,3 de mayo de 2025 13:33,S004,CAJ04,EMP026,tarjeta regalo,"49,46",EUR,HQNJVDPNGWDS,OK,
PAY-0000260,T-500110,3 de mayo de 2025 13:33,S004,CAJ04,EMP026,Visa/Mastercard,"49,98",EUR,K9YKIPUT7SS,OK,
PAY-0000261,T-500111,05/06/25 08:28,S001,,EMP048,Tarjeta (Crédito),32.48,EUR,WJ85GG0V5DT,OK,
PAY-0000262,T-500111,05/06/25 08:28,S001,CAJ06,EMP048,tarjeta regalo,80.84,EUR,2DEG3ZGARFI,OK,
PAY-0000263,T-500112,2025-11-16 09:05:00,S005,CAJ02,EMP011,Tarjeta Crédito,€1488.86,EUR,WZ940VTK,OK,
PAY-0000264,T-500113,18 de junio de 2025 21:56,S004,CAJ01,EMP046,GiftCard,€1142.86,EUR,7MZAKGMIH6MV,OK,
PAY-0000265,T-500114,27/01/2025 02:39,S002,CAJ03,EMP057,TARJETA CREDITO,"1,146.88",EUR,VDO9KHBA5,OK,
PAY-0000266,T-500115,25/07/25 14:55,S004,CAJ06,EMP010,CC,282.73,EUR,,OK,
PAY-0000267,T-500115,2025-07-25 15:51:00,S004,CAJ06,EMP010,Tarjeta Regalo,"1,136.08",EUR,W56FKPS0D,OK,
PAY-0000268,T-500116,25/03/2025,S005,CAJ02,EMP034,Vale Devolución,657.55 EUR,EUR,PI2OOQ42NBFA,OK,
PAY-0000269,T-500117,2025-04-23 20:20:21,S004,CAJ06,EMP009,Cupón,15.97,EUR,5ZLM36VFOX5W,OK,
PAY-0000270,T-500118,11/01/25 04:59,S005,CAJ04,EMP031,Tarjeta (Débito),"355,24",EUR,A6TJ3KPS0,OK,
PAY-0000271,T-500119,2025-01-29,S001,CAJ08,EMP053,Efectivo,,EUR,Y3UFN0DSG2,OK,
PAY-0000272,T-500120,21/07/25 05:03,S005,CAJ03,EMP008,Credit Card,€767.08,EUR,Y80PFSRQ8ST,OK,
PAY-0000273,T-500121,2025-08-31 17:37:00,S003,CAJ05,EMP071,Tarjeta credito,206.10,EUR,FVB66H3RE,OK,
PAY-0000274,T-500122,07/09/25 02:46,S005,CAJ01,EMP004,CC,"1,031.43",EUR,XOIOT860X5ZU,OK,
PAY-0000275,T-500124,04/05/25 22:22,S003,CAJ03,EMP066,Efectivo,42.92,EUR,,OK,
PAY-0000276,T-500125,15/03/25 17:22,S002,CAJ03,EMP074,Contado,"1,266.11 EUR",EUR,FJDLOGWLAC,OK,
PAY-0000277,T-500125,15/03/25 17:22,S002,CAJ03,EMP074,Cash,77.68,EUR,8JLTCBW6ATV,OK,
PAY-0000278,T-500126,12/07/25 04:44,S004,CAJ04,EMP007,Tarjeta debito,676.90,EUR,,PENDIENTE,
PAY-0000279,T-500127,2025-03-17 14:19:00,S003,CAJ06,EMP007,Tarjeta Crédito,959.10,EUR,Z3095HS258W,OK,
PAY-0000280,T-500128,22/05/25 23:41,,CAJ02,EMP044,DEBITO,140.14 EUR,EUR,T2XCB3YYM33,OK,
PAY-0000281,T-500129,02/06/25 14:36,S005,CAJ03,EMP079,Visa/Mastercard,243.11,EUR,8BRZVA9WDJS,OK,
PAY-0000282,T-500129,2025-06-02 14:36:00,S005,CAJ03,EMP079,Tarjeta Regalo,70.04,EUR,,OK,
PAY-0000283,T-500130,16/12/25 01:06,S001,CAJ02,EMP075,Tarjeta Crédito,371.36 EUR,EUR,N15IKPQAHCU,OK,
PAY-0000284,T-500130,2025-12-16,S001,CAJ02,EMP075,Contado,"41,12",EUR,274IR833SICV,OK,
PAY-0000285,T-500131,28/05/25 15:37,S001,CAJ03,EMP080,Tarjeta Crédito,109.27,EUR,B4OWO52WQQPW,OK,
PAY-0000286,T-500133,13/05/2025,S004,CAJ06,EMP059,Efectivo,€168.04,EUR,GEBEVSXMVTF,OK,
PAY-0000287,T-500134,26/04/25 13:58,S004,,EMP039,Tarjeta Crédito,"1.087,53",EUR,VLU8WPFQ2BH,OK,
PAY-0000288,T-500135,2025-10-28 05:28:00,S003,CAJ07,EMP051,,"225,94",,W6M9HKHJG,OK,
PAY-0000289,T-500136,2025-08-07 06:23:00,S003,CAJ04,EMP069,EFECTIVO,381.91,EUR,,OK,
PAY-0000290,T-500137,03/07/25 11:07,S005,CAJ04,EMP053,Visa/Mastercard,282.41,EUR,,OK,
PAY-0000291,T-500137,03/07/25 11:07,S005,CAJ04,EMP053,Tarjeta Crédito,30.68,EUR,CS1XSRQLNZZR,OK,
PAY-0000292,T-500138,08/09/2025 21:06,S004,CAJ04,EMP037,CC,"735,38",EUR,BSMQPNRJAPJC,OK,
PAY-0000293,T-500138,08/09/25 20:12,S004,CAJ04,EMP037,Efectivo,1066.97,EUR,GVE4ZTJ1KM,OK,
PAY-0000294,T-500139,2025-06-04 05:47:27,S002,CAJ03,EMP005,Efectivo,58.15,EUR,P7PP4BF5L,OK,
PAY-0000295,T-500139,2025-06-04 04:15:27,S002,CAJ03,EMP005,Credit Card,€1001.13,EUR,F8LWVV59H,OK,
PAY-0000296,T-500141,2025-05-11 22:06:47,S001,CAJ08,EM024,Tarjeta Débito,1063.14,EUR,QNAL6O9E,OK,
PAY-0000297,T-500142,2025-12-30 10:31:00,S001,CAJ02,EMP018,Tarjeta (Crédito),240.76,EUR,,OK,
PAY-0000298,T-500143,30/06/25 17:47,S05,CAJ06,EMP008,Gift Card,271.46,EUR,OGWPNXZDZ,OK,
PAY-0000299,T-500144,21 de febrero de 2025 20:57,S001,CAJ05,EMP029,Visa/Mastercard,"153,18",EUR,1LQJSQCZ0N04,OK,
PAY-0000300,T-500145,2025-01-31 07:58:12,S002,CAJ02,EMP068,Tarjeta debito,"105,45",EUR,TOC1YFMH,OK,
PAY-0000301,T-500146,2025-07-09 20:12:24,S002,CAJ08,EMP027,Visa/Mastercard,378.35€,EUR,YC8D4X0BS,OK,
PAY-0000302,T-500147,2025-08-13 14:15:06,S003,CAJ07,EMP001,DC,492.80,EUR,CHKV9DT9,OK,
PAY-0000303,T-500148,2025-12-13 00:00:00,S001,CAJ03,EMP054,CC,€2.39,EUR,S0SZAA1EIPI,OK,
PAY-0000304,T-500148,13/12/2025,S001,CAJ03,EMP054,TARJETA CREDITO,€3.12,EUR,S9XKA4LI,OK,
PAY-0000305,T-500148,2025-12-13 01:27:00,S001,CAJ03,EMP054,Visa/Mastercard,"1,99",EUR,,OK,
PAY-0000306,T-500149,21/10/25 16:06,S003,CAJ07,EMP029,Vale Devolución,65.85,EUR,J2C9OGPS0,OK,
PAY-0000307,T-500149,21/10/25 16:06,S003,CAJ07,EMP029,Tarjeta Crédito,"397,17",EUR,NVCEQFGAS0,OK,
PAY-0000308,T-500150,30/12/25 14:22,S002,CAJ02,EMP054,Visa/Mastercard,9.76,EUR,SRYZX70IB3,OK,
PAY-0000309,T-500150,2025-12-30 14:22:00,S002,CAJ02,EMP054,Cupón,2796.07,EUR,OV6SGP3JK8X,OK,
PAY-0000310,T-500151,2 de diciembre de 2025 10:32,S002,CAJ07,EMP070,Visa/Mastercard,64.44,EUR,D1PPKPGG,OK,
PAY-0000311,T-500152,27/04/25 16:52,S003,,EMP067,Tarjeta Regalo,95.93,EUR,JMVRYDC1,OK,
PAY-0000312,T-500153,04/05/25 18:49,S005,CAJ06,EMP049,Tarjeta Débito,170.93,EUR,V953A5O47AE,OK,
PAY-0000313,T-500153,2025-05-04 19:46:00,S005,CAJ06,EMP049,Financiacion,737.74,EUR,580YIR02M7,OK,
PAY-0000314,T-500153,2025-05-04 18:49:00,S005,CAJ06,EMP049,CC,156.80,EUR,E2KYT5GQ,OK,
PAY-0000315,T-500154,22/02/25 01:50,S002,CAJ01,EMP054,EFECTIVO,635.98,EUR,,OK,
PAY-0000316,T-500155,2025-01-29 06:23:56,S002,CAJ07,EMP078,Cash,133.85,EUR,,OK,
PAY-0000317,T-500155,2025-01-29 06:23:56,S002,CAJ07,EMP078,Tarjeta Débito,118.96,EUR,LVGNP127,OK,
PAY-0000318,T-500156,15/02/2025,S003,CAJ01,EMP025,Tarjeta Regalo,1186.95,EUR,SYJ4UWHK8C,OK,
PAY-0000319,T-500157,30/04/25 18:42,S002,CAJ05,EMP069,Tarjeta (Crédito),195.24,EUR,PRMOC0K7ZT,OK,
PAY-0000320,T-500158,07/01/25 07:10,S003,CAJ01,EMP029,Tarjeta (Crédito),334.31 EUR,EUR,N9YGCMR8E,OK,
PAY-0000321,T-500158,07/01/25 07:10,S003,CAJ01,EMP029,Vale,92.01,EUR,15XJXNEC,OK,
PAY-0000322,T-500159,2025-09-07 05:01:32,S002,CAJ06,EMP063,Efectivo,"894,69",EUR,OZO32TC4T,OK,
PAY-0000323,T-500160,17/09/25 12:13,S005,CAJ01,EMP010,Tarjeta credito,300.50,EUR,SNTP8AK8,OK,
PAY-0000324,T-500160,2025-09-17 12:13:00,S005,CAJ01,EMP010,Visa/Mastercard,210.26,EUR,IGK38VHM,OK,
PAY-0000325,T-500161,14/09/25 00:58,S002,CAJ06,EMP079,DEBITO,€2983.05,EUR,X3VPF9PAVCED,OK,
PAY-0000326,T-500162,07/02/25 09:42,S005,CAJ07,EMP023,TARJETA CREDITO,356.47,EUR,DMUKJDBL1G3,OK,
PAY-0000327,T-500163,2025-11-18 01:12:00,S004,CAJ04,EMP029,Cupon,,EUR,PMQK8SZ7I,OK,
PAY-0000328,T-500164,18 de junio de 2025 12:19,S005,,EMP011,BIZUM,310.29,EUR,Y7ERYYTEAG3,OK,
PAY-0000329,T-500165,2025-04-19 21:15:00,S002,CAJ08,EMP010,cash,279.82,EUR,NEMBRG8M,OK,
PAY-0000330,T-500166,2025-04-04 09:21:00,S005,CAJ07,EMP039,Tarjeta Débito,"183,49",EUR,CAQKDM0OAPH,OK,
PAY-0000331,T-500166,04/04/25 09:21,s005,CAJ07,EMP039,TARJETA CREDITO,126.01 EUR,EUR,DP4FMPM5HG,OK,
PAY-0000332,T-500167,30 de enero de 2025 12:32,S001,CAJ06,EMP056,Tarjeta Crédito,"117,32",EUR,S74NDDAFS1I,OK,
PAY-0000333,T-500167,30 de enero de 2025 12:32,S001,CAJ06,EMP056,Gift Card,203.01,EUR,GKEJZXPR2D0V,OK,
PAY-0000334,T-500168,2025-09-21,S004,CAJ06,,EFECTIVO,€29.69,EUR,PCPBDN7ZI6,OK,
PAY-0000335,T-500169,30/04/25 17:15,S002,CAJ06,,cash,€500.11,EUR,TNXHN5E0EV6X,OK,
PAY-0000336,T-500170,2025-01-05 19:01:00,S001,CAJ02,EMP042,Tarjeta Crédito,711.74,EUR,6QZ6CP7SAV,OK,
PAY-0000337,T-500170,05/01/25 19:01,S001,CAJ02,EMP042,VALE,16.38,EUR,N2OJGFHZ52QZ,OK,
PAY-0000338,T-500171,11/07/25 12:14,S005,CAJ07,EMP035,Visa/Mastercard,"244,03",EUR,XW8L85JE,OK,
PAY-0000339,T-500172,2025-06-03,S004,CAJ04,EMP018,Visa/Mastercard,12.51 EUR,EUR,,OK,
PAY-0000340,T-500172,2025-06-03 16:06:59,S004,CAJ04,EMP018,Efectivo,69.20€,EUR,GG5GR0XAFGO,OK,
PAY-0000341,T-500172,2025-06-03 18:02:59,S004,CAJ04,EMP018,BIZUM,"36,79",EUR,1XBIDFWA,OK,
PAY-0000342,T-500173,10/03/25 23:41,S005,CAJ06,EMP026,Voucher,108.36,EUR,3DKS4F6A,OK,
PAY-0000343,T-500174,2025-12-28 23:29:00,S002,CAJ05,EMP051,EFECTIVO,"250,33",EUR,6VGTVYFY,OK,
PAY-0000344,T-500175,27/01/2025 20:36,S004,CAJ04,EMP038,Cash,177.45,EUR,U8KD9GNL,OK,
PAY-0000345,T-500176,05/06/2025,S004,CAJ02,EMP077,Tarjeta (Débito),177.33,EUR,ZIA9AU87C,OK,
PAY-0000346,T-500177,2025-05-18,S005,CAJ02,EMP032,Tarjeta (Crédito),57.28,EUR,NZXC45BNCCU,OK,
PAY-0000347,T-500177,18/05/25 20:55,S005,CAJ02,EMP032,Tarjeta credito,1974.50,EUR,VGFOP8QZ,OK,
PAY-0000348,T-500178,18/07/25 07:50,S003,CAJ07,EMP013,EFECTIVO,539.50,EUR,RXONBNPJDN2,OK,
PAY-0000349,T-500179,03/02/25 08:13,S005,CAJ01,EMP038,Financiación,43.66,EUR,DL918SLOME,OK,
PAY-0000350,T-500180,2025-10-04 00:56:00,S001,CAJ08,EMP039,Financing,65.20,EUR,3X1F8S0X7,OK,
PAY-0000351,T-500180,04/10/25 00:56,S001,CAJ08,EMP039,Tarjeta Débito,"128,87",EUR,U9DA1L526,OK,
PAY-0000352,T-500181,01/04/25 01:03,S002,CAJ03,EMP055,cash,237.67,EUR,4O47EN48NY,OK,
PAY-0000353,T-500182,20/10/25 04:10,s002,CAJ07,EMP028,Visa/Mastercard,"26,43",EUR,MQT3DGD8,OK,
PAY-0000354,T-500182,2025-10-20,S002,CAJ07,EMP028,Tarjeta Débito,"588,65",EUR,U91C329HHA,OK,
PAY-0000355,T-500183,06/09/25 04:55,S002,,EMP063,EFECTIVO,"431,39",EUR,FMPRYFZMYO,OK,
PAY-0000356,T-500184,2025-04-29 14:20:00,S003,CAJ02,EMP041,Tarjeta Crédito,48.77,EUR,J0974WXUB0G,OK,
PAY-0000357,T-500185,14/03/25 15:53,S005,CAJ03,EMP063,EFECTIVO,242.61,EUR,P9M7QNTFPKXY,OK,
PAY-0000358,T-500186,2025-11-23 04:21:00,S005,CAJ08,EMP063,Efectivo,137.27,EUR,H1TE48M2Q6X,OK,
PAY-0000359,T-500186,23/11/2025 04:21,S005,CAJ08,EMP063,Tarjeta Crédito,1268.03,EUR,FN33VM89,PENDIENTE,
PAY-0000360,T-500188,19/11/2025,S001,CAJ08,EMP055,Tarjeta (Débito),"433,61",EUR,W24WJT8H,OK,
PAY-0000361,T-500189,2025-12-01,S001,CAJ04,EMP076,Contado,"487,78",EUR,TI221XJ7W,OK,
PAY-0000362,T-500190,14/04/2025,S005,CAJ03,EMP038,Debit Card,"116,10",EUR,NL63GAGUVB9,OK,
PAY-0000363,T-500191,2025-02-21 12:46:06,S004,CAJ05,EMP017,GiftCard,"461,18",EUR,,OK,
PAY-0000364,T-500192,2025-12-08 19:21:37,S005,CAJ07,EMP010,DEBITO,356.48,EUR,L28R5P03WVPU,OK,
PAY-0000365,T-500192,2025-12-08,S005,CAJ07,EMP010,Tarjeta (Débito),99.28,EUR,PGIHNFLAYZ,OK,
PAY-0000366,T-500192,2025-12-08 19:21:37,S005,CAJ07,EMP010,GiftCard,20.15,EUR,YP3HBRBJEQV,OK,
PAY-0000367,T-500193,2025-06-28,S004,CAJ01,EMP012,Efectivo,1001.06,EUR,1OULWOZQ48,OK,
PAY-0000368,T-500194,2025-02-20,S002,CAJ06,EMP044,Efectivo,166.57,EUR,J2D8CLW3,OK,
PAY-0000369,T-500196,10/09/25 00:17,S003,CAJ06,EMP048,Cash,1010.06,EUR,IJKCU5X0HC8,OK,
PAY-0000370,T-500197,2025-09-22 01:53:00,,CAJ08,EMP076,Tarjeta (Crédito),523.76,EUR,NQWHOCPY8U,OK,
PAY-0000371,T-500198,23/02/2025,S001,CAJ02,EMP048,Tarjeta Crédito,"1521,91",EUR,NBN7GGGJVS,OK,
PAY-0000372,T-500200,2025-02-02 17:15:17,S003,CAJ06,EMP032,Tarjeta Crédito,165.38,EUR,2MKV0DSZR,OK,
PAY-0000373,T-500201,01/11/25 09:33,S002,CAJ04,EMP038,TARJETA CREDITO,"77,14",EUR,8URID3U94S,OK,
PAY-0000374,T-500202,1 de agosto de 2025 04:24,S001,CAJ06,EMP073,DEBITO,76.40,EUR,146VEY0A94XF,OK,
PAY-0000375,T-500204,01/06/2025 18:27,S003,CAJ04,EMP020,Credit Card,€144.81,EUR,,OK,
PAY-0000376,T-500204,2025-06-01,S003,CAJ04,EMP020,TARJETA CREDITO,26.44,EUR,DA7FYSKUFR,OK,
PAY-0000377,T-500205,25/08/25 10:43,,CAJ02,EMP015,Tarjeta debito,208.43,EUR,8ZF0P7KB7,OK,
PAY-0000378,T-500206,2025-12-06 05:14:16,S003,CAJ05,EMP017,Cash,"92,41",EUR,KK7QG24DSY,OK,
PAY-0000379,T-500207,30/11/25 17:48,S005,CAJ08,EMP047,TARJETA CREDITO,"408,57",EUR,65B4EYQ1S4DJ,OK,
PAY-0000380,T-500208,24/12/2025,S001,CAJ01,EMP061,cash,556.91,EUR,,OK,
PAY-0000381,T-500209,31/01/25 05:57,S004,CAJ04,EMP041,Tarjeta Regalo,"141,83",EUR,34T3Y4WPW,OK,
PAY-0000382,T-500210,2025-08-03,S001,CAJ05,,Vale Devolución,327.70 EUR,EUR,EOUBXXQ6MF5,OK,
PAY-0000383,T-500211,2025-08-01 06:18:00,S003,CAJ08,EMP026,CC,872.97,EUR,7C4R8VGZSX,OK,
PAY-0000384,T-500212,10 de octubre de 2025 10:08,S001,CAJ01,EMP049,GiftCard,320.75,EUR,D50N97CJB,OK,
PAY-0000385,T-500213,2025-10-18 10:55:00,S001,CAJ07,EMP048,Tarjeta (Débito),€158.83,EUR,3GUWYH36MOTC,OK,
PAY-0000386,T-500214,2025-12-26 15:20:11,S004,CAJ03,EMP034,Visa/Mastercard,"1,402.71 EUR",EUR,DRBTA3K3OM,OK,
PAY-0000387,T-500214,2025-12-26 15:20:11,S004,CAJ03,EMP034,DC,243.18,EUR,XBPH5CH3L1,OK,
PAY-0000388,T-500215,16/02/2025 21:29,S005,CAJ02,EMP060,Tarjeta (Crédito),€239.32,EUR,IMR25I7A2HVN,OK,
PAY-0000389,T-500216,04/10/25 04:28,S003,CAJ01,EMP042,Cash,"135,20",EUR,052U9AZ3CEG,OK,
PAY-0000390,T-500217,2025-06-29 10:33:00,S001,CAJ08,EMP071,Tarjeta credito,786.95,EUR,72KXSJZSB6,OK,
PAY-0000391,T-500218,30/01/2025,S003,CAJ02,EMP034,Tarjeta credito,817.85,EUR,,OK,
PAY-0000392,T-500219,09/10/25 08:11,S001,CAJ08,EMP074,CC,"973,76",EUR,B1761M3J1H,OK,
PAY-0000393,T-500220,2025-08-02,S002,CAJ04,EMP064,Tarjeta (Crédito),20.57,EUR,Q9I6KYJ91KU,OK,
PAY-0000394,T-500221,31/10/25 11:30,S005,CAJ07,EMP046,TARJETA CREDITO,140.05,EUR,HC7JVLCG1J5E,OK,
PAY-0000395,T-500224,10/03/25 04:18,S005,CAJ04,EMP064,Tarjeta Crédito,209.16,EUR,VMCPSILN,OK,
PAY-0000396,T-500225,2025-02-27 08:46:32,S002,CAJ03,EMP042,cash,"306,34",EUR,,OK,
PAY-0000397,T-500226,22/02/25 23:49,S003,CAJ07,EMP044,CC,1174.80,EUR,,OK,
PAY-0000398,T-500226,22/02/25 23:49,S003,CAJ07,EMP044,Visa/Mastercard,332.31,EUR,29IL9YQ8O,OK,
PAY-0000399,T-500227,27/05/25 22:47,S005,CAJ06,EMP076,cash,639.09,EUR,MEOSFR5HGQ,OK,
PAY-0000400,T-500228,26 de agosto de 2025 10:29,S004,CAJ01,EMP041,Visa/Mastercard,38.93,EUR,ZIKM3MVDZC7,OK,
PAY-0000401,T-500228,26 de agosto de 2025 10:29,S004,CAJ01,EMP041,Credit Card,172.65,EUR,D6VNXNPSV8DK,OK,
PAY-0000402,T-500229,27/09/2025 06:36,S001,CAJ06,EMP034,CC,€426.36,EUR,JP5K7917XF,OK,
PAY-0000403,T-500229,27/09/25 04:52,S001,CAJ06,EMP034,CC,590.09 EUR,EUR,,OK,
PAY-0000404,T-500230,2025-07-06 05:09:49,S004,CAJ07,EMP049,Debit Card,"1135,73",EUR,LSJWS1ZL,OK,
PAY-0000405,T-500231,2025-03-04 01:21:00,S003,CAJ02,EMP022,Tarjeta (Crédito),98.29,EUR,KH5840ACUHG,OK,
PAY-0000406,T-500231,04/03/2025,S003,CAJ02,EMP022,CC,"164,64",EUR,VTKH861PQIP,OK,
PAY-0000407,T-500232,09/02/25 07:47,S004,CAJ03,EMP056,TARJETA CREDITO,641.80,EUR,JLOPO6J0M3,OK,
PAY-0000408,T-500233,2025-07-10,S003,CAJ02,EMP074,EFECTIVO,606.58,EUR,CBHT94OZKFNO,OK,
PAY-0000409,T-500235,2025-11-22 02:08:22,S003,CAJ01,EMP060,Efectivo,237.33,EUR,5CSZ0A0T7D,OK,
PAY-0000410,T-500236,12 de junio de 2025 13:56,S005,CAJ04,EMP050,Tarjeta (Crédito),203.58 EUR,EUR,UR6TIARONTD,OK,
PAY-0000411,T-500236,12 de junio de 2025 13:56,S005,CAJ04,EMP050,tarjeta regalo,€5.06,EUR,,OK,
PAY-0000412,T-500237,21 de septiembre de 2025 03:04,S004,CAJ01,EMP067,Credit Card,€167.91,EUR,BYV5JHURR,OK,
