fact_id,source_system,source_file,canal_origen,canal_movimiento,tipo_movimiento,es_devolucion,fecha_movimiento_raw,fecha_movimiento,store_id_raw,store_id_std,doc_tipo,doc_id_raw,doc_id_std,line_id_raw,line_id_std,return_id,customer_id_raw,customer_id_std,flag_customer_in_crm,product_id_raw,product_id_std,flag_product_in_master,descripcion_producto,categoria,subcategoria,cantidad_raw,cantidad_signed,cantidad_abs,precio_unitario_raw,precio_unitario_num,descuento_pct_raw,descuento_pct_num,descuento_importe_raw,descuento_importe_num,importe_linea_raw,importe_signed_num,importe_abs_num,moneda,iva_pct,coste_unitario_num,coste_total_num,margen_bruto_num,metodo_pago,estado_pedido,origen,ticket_id_original,ticket_line_id_original,order_id_original,order_line_id_original,motivo_devolucion,metodo_devolucion,caja_id,cajero_id,flag_fecha_parseada,flag_importe_parseado,nombre_producto,precio_venta_num,estado_producto
F000476,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-07-05 16:24:32,2024-07-05 16:24:32,ONLINE,ONLINE,ORDER,O-202400164,O-202400164,OL-0000473,OL-0000473,,CX123,CX123,0,P1028,P1028,1,Sábana Zen 90x200,Textil hogar,Sábanas,1,1.0,1.0,"70,70",70.7,5,5.0,3.54,3.54,67.16,67.16,67.16,EUR,21,27.17,27.17,39.989999999999995,ApplePay,Entregado,web,,,O-202400164,OL-0000473,,,,,1,1,Sábana Zen 90x200,71.04,Descatalogado
F000477,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-07-05 16:24:32,2024-07-05 16:24:32,ONLINE,ONLINE,ORDER,O-202400164,O-202400164,OL-0000474,OL-0000474,,CX123,CX123,0,P1063,P1063,1,Armario Brisa 160cm,Muebles,Armarios,2,2.0,2.0,405.72,405.72,10,10.0,"81,14",81.14,730.30,730.3,730.3,EUR,21,318.23,636.46,93.83999999999992,ApplePay,Entregado,web,,,O-202400164,OL-0000474,,,,,1,1,Armario Brisa 160cm,433.43,Activo
F000478,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-07-05 16:24:32,2024-07-05 16:24:32,ONLINE,ONLINE,ORDER,O-202400164,O-202400164,OL-0000475,OL-0000475,,CX123,CX123,0,P1043,P1043,1,Cama Sol 3 plazas,Muebles,Camas,1,1.0,1.0,894.42,894.42,0,0.0,0.00,0.0,894.42,894.42,894.42,EUR,21,315.71,315.71,578.71,ApplePay,Entregado,web,,,O-202400164,OL-0000475,,,,,1,1,Cama Sol 3 plazas,871.01,Descatalogado
F000479,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-07-05 16:24:32,2024-07-05 16:24:32,ONLINE,ONLINE,ORDER,O-202400164,O-202400164,OL-0000476,OL-0000476,,CX123,CX123,0,P1097,P1097,1,Sofá Eco 120cm,Muebles,Sofás,1,1.0,1.0,799.06,799.06,,,,,799.06,799.06,799.06,EUR,21,480.42,480.42,318.63999999999993,ApplePay,Entregado,web,,,O-202400164,OL-0000476,,,,,1,1,Sofá Eco 120cm,768.59,Activo
F000480,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,01/05/2025 22:52,2025-05-01 22:52:00,ONLINE,ONLINE,ORDER,O-202400165,O-202400165,OL-0000477,OL-0000477,,,,0,P1055,P1055,1,Cuadro Luna ★,Decoración,Cuadros,1,1.0,1.0,€117.67,117.67,5,5.0,5.88,5.88,111.79,111.79,111.79,EUR,21,77.33,77.33,34.46000000000001,PayPal,Pendiente,,,,O-202400165,OL-0000477,,,,,1,1,Cuadro Luna ★,124.61,Activo
F000481,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,01/05/2025 22:52,2025-05-01 22:52:00,ONLINE,ONLINE,ORDER,O-202400165,O-202400165,OL-0000478,OL-0000478,,,,0,P1022,P1022,1,Armario Aurora 120cm,Muebles,Armarios,1,1.0,1.0,867.37,867.37,,,,,867.37,867.37,867.37,EUR,21,537.32,537.32,330.04999999999995,PayPal,Pendiente,,,,O-202400165,OL-0000478,,,,,1,1,Armario Aurora 120cm,827.7,Activo
F000482,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,01/05/2025 22:52,2025-05-01 22:52:00,ONLINE,ONLINE,ORDER,O-202400165,O-202400165,OL-0000479,OL-0000479,,,,0,,,0,,,,1,1.0,1.0,691.40,691.4,20,20.0,138.28,138.28,553.12,553.12,553.12,EUR,,,,,PayPal,Pendiente,,,,O-202400165,OL-0000479,,,,,1,1,,,
F000483,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,01/05/2025 22:52,2025-05-01 22:52:00,ONLINE,ONLINE,ORDER,O-202400165,O-202400165,OL-0000480,OL-0000480,,,,0,P1055,P1055,1,Cuadro Luna ★,Decoración,Cuadros,2,2.0,2.0,121,121.0,10,10.0,"24,27",24.27,218.43,218.43,218.43,EUR,21,77.33,154.66,63.77000000000001,PayPal,Pendiente,,,,O-202400165,OL-0000480,,,,,1,1,Cuadro Luna ★,124.61,Activo
F000484,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,01/05/2025 22:52,2025-05-01 22:52:00,ONLINE,ONLINE,ORDER,O-202400165,O-202400165,OL-0000481,OL-0000481,,,,0,P1099,P1099,1,Figura Eco ★,Decoración,Figuras,1,1.0,1.0,"183,70",183.7,30,30.0,"55,11",55.11,128.59,128.59,128.59,EUR,21,79.26,79.26,49.33,PayPal,Pendiente,,,,O-202400165,OL-0000481,,,,,1,1,Figura Eco ★,184.78,Activo
F000485,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-10-28 09:27:07,2024-10-28 09:27:07,ONLINE,ONLINE,ORDER,O-202400166,O-202400166,OL-0000482,OL-0000482,,C0016,C0016,1,P1078,P1078,1,Estantería Atlas 160cm,Muebles,Estanterías,1,1.0,1.0,702.38,702.38,,,,,702.38,702.38,702.38,EUR,21,497.07,497.07,205.31,Transferencia,Entregado,app,,,O-202400166,OL-0000482,,,,,1,1,Estantería Atlas 160cm,702.02,Activo
F000486,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-10-28 09:27:07,2024-10-28 09:27:07,ONLINE,ONLINE,ORDER,O-202400166,O-202400166,OL-0000483,OL-0000483,,C0016,C0016,1,p1016,P1016,1,"Aplique Élite ""Star""",Iluminación,Apliques,1,1.0,1.0,273.17,273.17,,,,,273.17,273.17,273.17,EUR,21,126.21,126.21,146.96000000000004,Transferencia,Entregado,app,,,O-202400166,OL-0000483,,,,,1,1,"Aplique Élite ""Star""",300.77,Descatalogado
F000487,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-10-28 09:27:07,2024-10-28 09:27:07,ONLINE,ONLINE,ORDER,O-202400166,O-202400166,OL-0000484,OL-0000484,,C0016,C0016,1,P1061,P1061,1,Sábana Minimal 200x300,Textil hogar,Sábanas,1,1.0,1.0,191.51,191.51,30,30.0,57.45,57.45,134.06,134.06,134.06,EUR,21,128.73,128.73,5.3300000000000125,Transferencia,Entregado,app,,,O-202400166,OL-0000484,,,,,1,1,Sábana Minimal 200x300,200.88,Activo
F000488,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-10-28 09:27:07,2024-10-28 09:27:07,ONLINE,ONLINE,ORDER,O-202400166,O-202400166,OL-0000485,OL-0000485,,C0016,C0016,1,P1036,P1036,1,Cortina Aurora 90x200,Textil hogar,Cortinas,1,1.0,1.0,"26,75",26.75,,,,,26.75,26.75,26.75,EUR,21,18.23,18.23,8.52,Transferencia,Entregado,app,,,O-202400166,OL-0000485,,,,,1,1,Cortina Aurora 90x200,26.11,Activo
F000489,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-10-28 09:27:07,2024-10-28 09:27:07,ONLINE,ONLINE,ORDER,O-202400166,O-202400166,OL-0000486,OL-0000486,,C0016,C0016,1,P1055,P1055,1,Cuadro Luna ★,Decoración,Cuadros,1,1.0,1.0,121.10,121.1,,,,,121.10,121.1,121.1,EUR,21,77.33,77.33,43.769999999999996,Transferencia,Entregado,app,,,O-202400166,OL-0000486,,,,,1,1,Cuadro Luna ★,124.61,Activo
F000490,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-08-03 00:30:06,2025-08-03 00:30:06,ONLINE,ONLINE,ORDER,O-202400167,O-202400167,OL-0000487,OL-0000487,,C0101,C0101,0,P1026,P1026,1,Cuadro Vintage ★,Decoración,Cuadros,1,1.0,1.0,€83.14,83.14,25,25.0,€20.79,20.79,62.35,62.35,62.35,EUR,21,33.86,33.86,28.490000000000002,BIZUM,Entregado,app,,,O-202400167,OL-0000487,,,,,1,1,Cuadro Vintage ★,86.77,Activo
F000491,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-08-03 00:30:06,2025-08-03 00:30:06,ONLINE,ONLINE,ORDER,O-202400167,O-202400167,OL-0000488,OL-0000488,,C0101,C0101,0,P1023,P1023,1,"Aplique Élite ""Star""",Iluminación,Apliques,1,1.0,1.0,145.66,145.66,,,,,146,146.0,146.0,EUR,21,98.01,98.01,47.989999999999995,BIZUM,Entregado,app,,,O-202400167,OL-0000488,,,,,1,1,"Aplique Élite ""Star""",142.08,Descatalogado
F000492,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-08-03 00:30:06,2025-08-03 00:30:06,ONLINE,ONLINE,ORDER,O-202400167,O-202400167,OL-0000489,OL-0000489,,C0101,C0101,0,P1035,P1035,1,Manta Brisa Set 2 uds,Textil hogar,Mantas,2,2.0,2.0,€200.83,200.83,15,15.0,€60.25,60.25,341.41,341.41,341.41,EUR,21,79.47,158.94,182.47000000000003,BIZUM,Entregado,app,,,O-202400167,OL-0000489,,,,,1,1,Manta Brisa Set 2 uds,218.12,Activo
F000493,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-08-03 00:30:06,2025-08-03 00:30:06,ONLINE,ONLINE,ORDER,O-202400167,O-202400167,OL-0000490,OL-0000490,,C0101,C0101,0,P1053,P1053,1,"Aplique Nórdico ""Star""",Iluminación,,2,2.0,2.0,229.09,229.09,,,,,458.18,458.18,458.18,EUR,21,114.35,228.7,229.48000000000002,BIZUM,Entregado,app,,,O-202400167,OL-0000490,,,,,1,1,"Aplique Nórdico ""Star""",226.61,Activo
F000494,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-05-05 00:24:24,2024-05-05 00:24:24,ONLINE,ONLINE,ORDER,O-202400168,O-202400168,OL-0000491,OL-0000491,,C0086,C0086,1, P1084,P1084,1,Espejo Eco ★,Decoración,Espejos,1,1.0,1.0,47.91,47.91,,,,,47.91,47.91,47.91,EUR,21,24.47,24.47,23.439999999999998,Bizum,Entregado,app,,,O-202400168,OL-0000491,,,,,1,1,Espejo Eco ★,45.73,Activo
F000495,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-05-05 00:24:24,2024-05-05 00:24:24,ONLINE,ONLINE,ORDER,O-202400168,O-202400168,OL-0000492,OL-0000492,,C0086,C0086,1,P1014,P1014,1,Cuadro Zen ★,Decoración,Cuadros,1,1.0,1.0,"67,57",67.57,15,15.0,10.14,10.14,€57.43,57.43,57.43,EUR,21,42.36,42.36,15.07,Bizum,Entregado,app,,,O-202400168,OL-0000492,,,,,1,1,Cuadro Zen ★,68.99,Descatalogado
F000496,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-05-05 00:24:24,2024-05-05 00:24:24,ONLINE,ONLINE,ORDER,O-202400168,O-202400168,OL-0000493,OL-0000493,,C0086,C0086,1,P1089,P1089,1,"Bombilla Vintage ""Star""",Iluminación,Bombillas,2,2.0,2.0,,,25,25.0,46.83,46.83,€140.47,140.47,140.47,EUR,21,65.31,130.62,9.849999999999994,Bizum,Entregado,app,,,O-202400168,OL-0000493,,,,,1,1,"Bombilla Vintage ""Star""",103.85,Activo
F000497,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-09-03 19:57:33,2024-09-03 19:57:33,ONLINE,ONLINE,ORDER,O-202400169,O-202400169,OL-0000494,OL-0000494,,C0020,C0020,1,P1017,P1017,1,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,1.0,1.0,66.56,66.56,10,10.0,7,7.0,"59,90",59.9,59.9,EUR,21,-12.5,-12.5,72.4,ApplePay,Pendiente,,,,O-202400169,OL-0000494,,,,,1,1,"Lámparas techo Zen ""Star""",66.47,Activo
F000498,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-09-03 19:57:33,2024-09-03 19:57:33,ONLINE,ONLINE,ORDER,O-202400169,O-202400169,OL-0000495,OL-0000495,,C0020,C0020,1,P1073,P1073,1,Espejo Minimal ★,Decoración,Espejos,1,1.0,1.0,111.66,111.66,,,,,111.66,111.66,111.66,EUR,21,83.92,83.92,27.739999999999995,ApplePay,Pendiente,,,,O-202400169,OL-0000495,,,,,1,1,Espejo Minimal ★,114.54,Activo
F000499,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-09-03 19:57:33,2024-09-03 19:57:33,ONLINE,ONLINE,ORDER,O-202400169,O-202400169,OL-0000496,OL-0000496,,C0020,C0020,1,P1076,P1076,1,Cortina Eco 200x300,Textil hogar,Cortinas,1,1.0,1.0,200.99,200.99,10,10.0,20.10,20.1,180.89,180.89,180.89,EUR,21,77.52,77.52,103.36999999999999,ApplePay,Pendiente,,,,O-202400169,OL-0000496,,,,,1,1,Cortina Eco 200x300,219.17,Descatalogado
F000500,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-03-04 11:54:29,2025-03-04 11:54:29,ONLINE,ONLINE,ORDER,O-202400170,O-202400170,OL-0000497,OL-0000497,,C0018,C0018,1,P1000,P1000,1,Sofá Aurora 160cm,Muebles,Sofás,1,1.0,1.0,223.61,223.61,,,,,224,224.0,224.0,EUR,21,143.47,143.47,80.53,ContraReembolso,Devuelto Parcial,app,,,O-202400170,OL-0000497,,,,,1,1,Sofá Aurora 160cm,221.99,Activo
F000501,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-11-23 09:36:00,2025-11-23 09:36:00,ONLINE,ONLINE,ORDER,O-202400171,O-202400171,OL-0000498,OL-0000498,,C0066,C0066,1,P1036,P1036,1,Cortina Aurora 90x200,Textil hogar,Cortinas,1,1.0,1.0,27.00,27.0,25,25.0,6.75,6.75,20.25,20.25,20.25,EUR,21,18.23,18.23,2.0199999999999996,Bizum,Entregado,web,,,O-202400171,OL-0000498,,,,,1,1,Cortina Aurora 90x200,26.11,Activo
F000502,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-11-23 09:36:00,2025-11-23 09:36:00,ONLINE,ONLINE,ORDER,O-202400171,O-202400171,OL-0000499,OL-0000499,,C0066,C0066,1,P1045,P1045,1,Sofá Aurora 120cm,Muebles,Sofás,1,1.0,1.0,162,162.0,0,0.0,0.00,0.0,162.03,162.03,162.03,EUR,21,125.27,125.27,36.760000000000005,Bizum,Entregado,web,,,O-202400171,OL-0000499,,,,,1,1,Sofá Aurora 120cm,170.98,Descatalogado
F000503,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-11-23 09:36:00,2025-11-23 09:36:00,ONLINE,ONLINE,ORDER,O-202400171,O-202400171,OL-0000500,OL-0000500,,C0066,C0066,1,P1084,P1084,1,Espejo Eco ★,Decoración,Espejos,1,1.0,1.0,41.86,41.86,10,10.0,4.19,4.19,38,38.0,38.0,EUR,21,24.47,24.47,13.530000000000001,Bizum,Entregado,web,,,O-202400171,OL-0000500,,,,,1,1,Espejo Eco ★,45.73,Activo
F000504,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-11-23 09:36:00,2025-11-23 09:36:00,ONLINE,ONLINE,ORDER,O-202400171,O-202400171,OL-0000501,OL-0000501,,C0066,C0066,1,P1045,P1045,1,Sofá Aurora 120cm,Muebles,Sofás,1,1.0,1.0,154.95,154.95,0,0.0,0.00,0.0,154.95,154.95,154.95,EUR,21,125.27,125.27,29.679999999999993,Bizum,Entregado,web,,,O-202400171,OL-0000501,,,,,1,1,Sofá Aurora 120cm,170.98,Descatalogado
F000505,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-11-23 09:36:00,2025-11-23 09:36:00,ONLINE,ONLINE,ORDER,O-202400171,O-202400171,OL-0000502,OL-0000502,,C0066,C0066,1,P1056,P1056,1,Cortina Luna Set 2 uds,Textil hogar,Cortinas,1,1.0,1.0,"216,13",216.13,,,,,216.13,216.13,216.13,EUR,21,124.96,124.96,91.17,Bizum,Entregado,web,,,O-202400171,OL-0000502,,,,,1,1,Cortina Luna Set 2 uds,218.54,Activo
F000506,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-06-03 07:20:20,2025-06-03 07:20:20,ONLINE,ONLINE,ORDER,O-202400172,O-202400172,OL-0000503,OL-0000503,,C0059,C0059,1,P1008,P1008,1,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,1.0,1.0,26.75,26.75,,,,,37.52,37.52,37.52,EUR,21,21.54,21.54,15.980000000000004,Tarjeta,Entregado,marketplace,,,O-202400172,OL-0000503,,,,,1,1,"Bombilla Nórdico ""Star""",28.73,Descatalogado
F000507,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-06-03 07:20:20,2025-06-03 07:20:20,ONLINE,ONLINE,ORDER,O-202400172,O-202400172,OL-0000503,OL-0000503,,C0059,C0059,1,P1008,P1008,1,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,1.0,1.0,26.75,26.75,,,,,37.52,37.52,37.52,EUR,21,21.54,21.54,15.980000000000004,Tarjeta,Pendiente,marketplace,,,O-202400172,OL-0000503,,,,,1,1,"Bombilla Nórdico ""Star""",28.73,Descatalogado
F000508,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-06-03 07:20:20,2025-06-03 07:20:20,ONLINE,ONLINE,ORDER,O-202400172,O-202400172,OL-0000504,OL-0000504,,C0059,C0059,1,P1082,P1082,1,Vela Vintage ★,Decoración,Velas,1,1.0,1.0,"211,11",211.11,10,10.0,€21.11,21.11,190.00,190.0,190.0,EUR,21,161.63,161.63,28.370000000000005,Tarjeta,Entregado,marketplace,,,O-202400172,OL-0000504,,,,,1,1,Vela Vintage ★,229.75,Activo
F000509,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-06-03 07:20:20,2025-06-03 07:20:20,ONLINE,ONLINE,ORDER,O-202400172,O-202400172,OL-0000504,OL-0000504,,C0059,C0059,1,P1082,P1082,1,Vela Vintage ★,Decoración,Velas,1,1.0,1.0,"211,11",211.11,10,10.0,€21.11,21.11,190.00,190.0,190.0,EUR,21,161.63,161.63,28.370000000000005,Tarjeta,Pendiente,marketplace,,,O-202400172,OL-0000504,,,,,1,1,Vela Vintage ★,229.75,Activo
F000510,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-06-03 07:20:20,2025-06-03 07:20:20,ONLINE,ONLINE,ORDER,O-202400172,O-202400172,OL-0000505,OL-0000505,,C0059,C0059,1,P1060,P1060,1,Cortina Luna 200x300,Textil hogar,Cortinas,1,1.0,1.0,,,15,15.0,8.43,8.43,€47.76,47.76,47.76,EUR,21,37.18,37.18,10.579999999999998,Tarjeta,Entregado,marketplace,,,O-202400172,OL-0000505,,,,,1,1,Cortina Luna 200x300,55.79,Descatalogado
F000511,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-06-03 07:20:20,2025-06-03 07:20:20,ONLINE,ONLINE,ORDER,O-202400172,O-202400172,OL-0000505,OL-0000505,,C0059,C0059,1,P1060,P1060,1,Cortina Luna 200x300,Textil hogar,Cortinas,1,1.0,1.0,,,15,15.0,8.43,8.43,€47.76,47.76,47.76,EUR,21,37.18,37.18,10.579999999999998,Tarjeta,Pendiente,marketplace,,,O-202400172,OL-0000505,,,,,1,1,Cortina Luna 200x300,55.79,Descatalogado
F000512,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-01-13 03:45:26,2025-01-13 03:45:26,ONLINE,ONLINE,ORDER,O-202400173,O-202400173,OL-0000506,OL-0000506,,,,0,P1017,P1017,1,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,1.0,1.0,65.83,65.83,0,0.0,0.00,0.0,65.83,65.83,65.83,EUR,21,-12.5,-12.5,78.33,ApplePay,Entregado,,,,O-202400173,OL-0000506,,,,,1,1,"Lámparas techo Zen ""Star""",66.47,Activo
F000513,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-01-13 03:45:26,2025-01-13 03:45:26,ONLINE,ONLINE,ORDER,O-202400173,O-202400173,OL-0000507,OL-0000507,,,,0,P1006,P1006,1,Cortina Élite 200x300,Textil hogar,Cortinas,2,2.0,2.0,114.56,114.56,,,,,229.12,229.12,229.12,EUR,21,62.96,125.92,103.2,ApplePay,Entregado,,,,O-202400173,OL-0000507,,,,,1,1,Cortina Élite 200x300,113.02,Activo
F000514,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-01-13 03:45:26,2025-01-13 03:45:26,ONLINE,ONLINE,ORDER,O-202400173,O-202400173,OL-0000508,OL-0000508,,,,0,P1055,P1055,1,Cuadro Luna ★,Decoración,Cuadros,2,2.0,2.0,124.88,124.88,5,5.0,12.49,12.49,237.27,237.27,237.27,EUR,21,77.33,154.66,82.61000000000001,ApplePay,Entregado,,,,O-202400173,OL-0000508,,,,,1,1,Cuadro Luna ★,124.61,Activo
F000515,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-01-13 03:45:26,2025-01-13 03:45:26,ONLINE,ONLINE,ORDER,O-202400173,O-202400173,OL-0000509,OL-0000509,,,,0,P1047,P1047,1,Sofá Atlas 3 plazas,Muebles,Sofás,2,2.0,2.0,510.21,510.21,0,0.0,0.00,0.0,1020.42,1020.42,1020.42,EUR,21,253.03,506.06,514.3599999999999,ApplePay,Entregado,,,,O-202400173,OL-0000509,,,,,1,1,Sofá Atlas 3 plazas,508.08,Activo
F000516,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-01-13 03:45:26,2025-01-13 03:45:26,ONLINE,ONLINE,ORDER,O-202400173,O-202400173,OL-0000510,OL-0000510,,,,0,P1031,P1031,1,Cama Nórdico 3 plazas,Muebles,Camas,1,1.0,1.0,1184.30,1184.3,25,25.0,296.07,296.07,"888,23",888.23,888.23,EUR,21,773.05,773.05,115.18000000000006,ApplePay,Entregado,,,,O-202400173,OL-0000510,,,,,1,1,Cama Nórdico 3 plazas,1136.89,Activo
F000517,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-01-13 03:45:26,2025-01-13 03:45:26,ONLINE,ONLINE,ORDER,O-202400173,O-202400173,OL-0000511,OL-0000511,,,,0,P1071,P1071,1,"Bombilla Aurora ""Star""",Iluminación,Bombillas,1,1.0,1.0,134.64,134.64,,,,,134.64,134.64,134.64,EUR,21,81.49,81.49,53.14999999999999,ApplePay,Entregado,,,,O-202400173,OL-0000511,,,,,1,1,"Bombilla Aurora ""Star""",136.91,Descatalogado
F000518,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-06-12 15:48:22,2024-06-12 15:48:22,ONLINE,ONLINE,ORDER,O-202400174,O-202400174,OL-0000512,OL-0000512,,C0017,C0017,1,P1060,P1060,1,Cortina Luna 200x300,Textil hogar,Cortinas,1,1.0,1.0,58.45,58.45,10,10.0,6,6.0,52.60,52.6,52.6,EUR,21,37.18,37.18,15.420000000000002,Tarjeta,Devuelto Parcial,,,,O-202400174,OL-0000512,,,,,1,1,Cortina Luna 200x300,55.79,Descatalogado
F000519,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-06-12 15:48:22,2024-06-12 15:48:22,ONLINE,ONLINE,ORDER,O-202400174,O-202400174,OL-0000513,OL-0000513,,C0017,C0017,1,P1084,P1084,1,Espejo Eco ★,Decoración,Espejos,2,2.0,2.0,"47,04",47.04,5,5.0,4.70,4.7,89.38,89.38,89.38,EUR,21,24.47,48.94,40.44,Tarjeta,Devuelto Parcial,,,,O-202400174,OL-0000513,,,,,1,1,Espejo Eco ★,45.73,Activo
F000520,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-06-12 15:48:22,2024-06-12 15:48:22,ONLINE,ONLINE,ORDER,O-202400174,O-202400174,OL-0000514,OL-0000514,,C0017,C0017,1,P1006,P1006,1,Cortina Élite 200x300,Textil hogar,Cortinas,1,1.0,1.0,"114,70",114.7,30,30.0,€34.41,34.41,80.29,80.29,80.29,EUR,21,62.96,62.96,17.330000000000005,Tarjeta,Devuelto Parcial,,,,O-202400174,OL-0000514,,,,,1,1,Cortina Élite 200x300,113.02,Activo
F000521,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-04-16 02:27:43,2025-04-16 02:27:43,ONLINE,ONLINE,ORDER,O-202400175,O-202400175,OL-0000515,OL-0000515,,,,0,P1030,P1030,1,Sofá Vintage XL,Muebles,Sofás,1,1.0,1.0,1049.75,1049.75,,,,,1049.75,1049.75,1049.75,EUR,21,426.26,426.26,623.49,Tarjeta,Entregado,,,,O-202400175,OL-0000515,,,,,1,1,Sofá Vintage XL,1014.73,Descatalogado
F000521,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-04-16 02:27:43,2025-04-16 02:27:43,ONLINE,ONLINE,ORDER,O-202400175,O-202400175,OL-0000515,OL-0000515,,,,0,P1030,P1030,1,Sofá Vintage XL,Muebles,Sofás,1,1.0,1.0,1049.75,1049.75,,,,,1049.75,1049.75,1049.75,EUR,21,426.26,426.26,623.49,Tarjeta,Entregado,,,,O-202400175,OL-0000515,,,,,1,1,Sofá Vintage XL (dup),1014.73,Descatalogado
F000522,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-10-03 23:20:28,2025-10-03 23:20:28,ONLINE,ONLINE,ORDER,O-202400176,O-202400176,OL-0000516,OL-0000516,,C0005,C0005,1, P1066,P1066,1,Jarrón Brisa 💠,Iluminación,Lámparas pie,3,3.0,3.0,83.76,83.76,,,,,251.28,251.28,251.28,EUR,21,62.67,188.01,63.27000000000001,Transferencia,Entregado,web,,,O-202400176,OL-0000516,,,,,1,1,Jarrón Brisa 💠,85.56,Activo
F000523,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-10-03 23:20:28,2025-10-03 23:20:28,ONLINE,ONLINE,ORDER,O-202400176,O-202400176,OL-0000517,OL-0000517,,C0005,C0005,1,P1094,P1094,1,"Bombilla Zen ""Star""",Iluminación,Bombillas,2,2.0,2.0,295,295.0,20,20.0,117.86,117.86,"471,46",471.46,471.46,EUR,21,159.1,318.2,153.26,Transferencia,Entregado,web,,,O-202400176,OL-0000517,,,,,1,1,"Bombilla Zen ""Star""",290.15,Activo
F000524,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-10-03 23:20:28,2025-10-03 23:20:28,ONLINE,ONLINE,ORDER,O-202400176,O-202400176,OL-0000518,OL-0000518,,C0005,C0005,1,P1097,P1097,1,Sofá Eco 120cm,Muebles,Sofás,2,2.0,2.0,,,,,,,1584.48,1584.48,1584.48,EUR,21,480.42,960.84,623.64,Transferencia,Entregado,web,,,O-202400176,OL-0000518,,,,,1,1,Sofá Eco 120cm,768.59,Activo
