order_line_id,order_id,product_id,descripcion_producto,categoria,subcategoria,cantidad,precio_unitario,descuento_pct,descuento_importe,importe_linea,iva_pct
OL-0000490,O-202400167,P1053,"Aplique Nórdico ""Star""",Iluminación,,2,229.09,,,458.18,21
OL-0000491,O-202400168, P1084,Espejo Eco ★,Decoración,Espejos,1,47.91,,,47.91,10
OL-0000492,O-202400168,P1014,Cuadro Zen ★,Decoración,Cuadros,1,"67,57",15,10.14,€57.43,21
OL-0000493,O-202400168,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,2,,25,46.83,€140.47,21
OL-0000494,O-202400169,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,66.56,10,7,"59,90",21
OL-0000495,O-202400169,P1073,Espejo Minimal ★,Decoración,Espejos,1,111.66,,,111.66,10
OL-0000496,O-202400169,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,200.99,10,20.10,180.89,21
OL-0000497,O-202400170,P1000,Sofá Aurora 160cm,Muebles,Sofás,1,223.61,,,224,21
OL-0000498,O-202400171,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,1,27.00,25,6.75,20.25,21
OL-0000499,O-202400171,P1045,Sofá Aurora 120cm,Muebles,Sofás,1,162,0,0.00,162.03,21
OL-0000500,O-202400171,P1084,Espejo Eco ★,Decoración,Espejos,1,41.86,10,4.19,38,10
OL-0000501,O-202400171,P1045,Sofá Aurora 120cm,Muebles,Sofás,1,154.95,0,0.00,154.95,21
OL-0000502,O-202400171,P1056,Cortina Luna Set 2 uds,Textil hogar,Cortinas,1,"216,13",,,216.13,21
OL-0000503,O-202400172,P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,26.75,,,37.52,10
OL-0000504,O-202400172,P1082,Vela Vintage ★,Decoración,Velas,1,"211,11",10,€21.11,190.00,21
OL-0000505,O-202400172,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,,15,8.43,€47.76,21
OL-0000506,O-202400173,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,65.83,0,0.00,65.83,10
OL-0000507,O-202400173,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,2,114.56,,,229.12,21
OL-0000508,O-202400173,P1055,Cuadro Luna ★,Decoración,Cuadros,2,124.88,5,12.49,237.27,10
OL-0000509,O-202400173,P1047,Sofá Atlas 3 plazas,Muebles,Sofás,2,510.21,0,0.00,1020.42,21
OL-0000510,O-202400173,P1031,Cama Nórdico 3 plazas,Muebles,Camas,1,1184.30,25,296.07,"888,23",21
OL-0000511,O-202400173,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,1,134.64,,,134.64,21
OL-0000512,O-202400174,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,58.45,10,6,52.60,21
OL-0000513,O-202400174,P1084,Espejo Eco ★,Decoración,Espejos,2,"47,04",5,4.70,89.38,21
OL-0000514,O-202400174,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,1,"114,70",30,€34.41,80.29,21
OL-0000515,O-202400175,P1030,Sofá Vintage XL,Muebles,Sofás,1,1049.75,,,1049.75,21
OL-0000516,O-202400176, P1066,Jarrón Brisa 💠,Iluminación,Lámparas pie,3,83.76,,,251.28,21
OL-0000517,O-202400176,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,2,295,20,117.86,"471,46",10
OL-0000518,O-202400176,P1097,Sofá Eco 120cm,Muebles,Sofás,2,,,,1584.48,21
OL-0000519,O-202400176,SKU-9999,,,,1,635.51,20,127,508.41,21
OL-0000520,O-202400177,P1003,Espejo Atlas ★,Decoración,Espejos,2,258.06,5,25.81,490,10
OL-0000521,O-202400177,P1050,Cama Brisa Compact,Muebles,Camas,1,183.75,20,36.75,147.00,21
OL-0000522,O-202400177,P104Z,,N/A,,1,710.69,5,35.53,675.16,21
OL-0000523,O-202400177,P1077,"Aplique Atlas ""Star""",Iluminación,Apliques,1,"212,33",0,0.00,€212.33,10
OL-0000524,O-202400177,P1024,Cojine Vintage ★,Decoración,Cojines,1,174.96,20,34.99,"139,97",10
OL-0000525,O-202400177,P1077,"Aplique Atlas ""Star""",Iluminación,Apliques,2,216.96,15,65.09,368.83,21
OL-0000526,O-202400178,p1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,1,€390.08,25,97.52,293,21
OL-0000527,O-202400178,P1002,Sábana Brisa 90x200,Textil hogar,Sábanas,1,"155,72",5,7.79,147.93,21
OL-0000528,O-202400179,,Producto desconocido,,,1,983.03,25,245.76,737.27,21
OL-0000529,O-202400180,P1026,Cuadro Vintage ★,Decoración,Cuadros,3,83.05,20,49.83,199.32,10
OL-0000530,O-202400180,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,3,126.51,15,56.93,"322,60",10
OL-0000531,O-202400180,P1000,Sofá Aurora 160cm,Muebles,Sofás,1,,25,56.64,169.93,21
OL-0000532,O-202400180,P1068,"Lámparas mesa Minimal ""Star""",Iluminación,Lámparas mesa,2,50.82,20,20.33,"81,31",21
OL-0000533,O-202400180,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,3,135.73,25,101.80,305.39,10
OL-0000534,O-202400180,P1016,"Aplique Élite ""Star""",Iluminación,Apliques,1,274.94,5,13.75,261.19,21
OL-0000535,O-202400181,P1079,Cuadro Boreal ★,Decoración,Cuadros,1,146.81,,,146.81,10
OL-0000536,O-202400181,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,179.33,25,44.83,134.50,21
OL-0000537,O-202400182,P1080,Espejo Boreal ★,Decoración,Espejos,1,207.06,25,51.77,155.29,21
OL-0000538,O-202400182,P1056,Cortina Luna Set 2 uds,Textil hogar,Cortinas,2,208.96,25,"104,48","313,44",21
OL-0000539,O-202400182,P1015,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,80.10,20,16.02,"64,08",21
OL-0000540,O-202400183,P1007,Figura Boreal ★,Decoración,Figuras,1,248,,,"247,62",21
OL-0000541,O-202400183,P1099,Figura Eco ★,Decoración,Figuras,3,€184.53,,,553.59,21
OL-0000542,O-202400183,P1030,Sofá Vintage XL,Muebles,Sofás,1,1005.55,25,251.39,"754,16",21
OL-0000543,O-202400183,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,21.97,20,4.39,17.58,21
OL-0000544,O-202400184,p10X1,,N/A,,3,240.58,15,"108,26","613,48",21
OL-0000545,O-202400184,P1070,"Aplique Boreal ""Star""",Iluminación,,1,312.25,0,0.00,312.25,21
OL-0000546,O-202400184,P1032,Figura Minimal ★,Decoración,Lamparas mesa,2,125.18,20,50.07,€200.29,21
OL-0000547,O-202400184,P1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,1,23.71,15,"3,56",20.15,21
OL-0000548,O-202400184,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,405.94,,,405.94,21
OL-0000549,O-202400185,P1070,"Aplique Boreal ""Star""",Iluminación,,1,279.95,,,279.95,21
OL-0000550,O-202400185,P1031,Cama Nórdico 3 plazas,Muebles,Camas,1,"1096,26",0,0,1096.26,21
OL-0000551,O-202400185,P1055,Cuadro Luna ★,Decoración,Cuadros,2,"123,49",5,"12,35",234.63,10
OL-0000552,O-202400185,P1033,Cojine Sol ★,Decoración,Cojines,1,225.53,15,"33,83",191.70,10
OL-0000553,O-202400186,P1030,Sofá Vintage XL,Muebles,Sofás,1,"980,32",0,0.00,980.32,21
OL-0000554,O-202400187,p1005,Producto desconocido,N/A,,2,82,15,24.73,"140,13",21
OL-0000555,O-202400188,P1012,Sábana Sol 140x200,Textil hogar,Sábanas,1,7.78,,,7.78,21
OL-0000556,O-202400188,P1072,"Aplique Aurora ""Star""",Iluminación,Apliques,1,222.88,10,22.29,200.59,21
OL-0000557,O-202400188,P1023,"Aplique Élite ""Star""",Iluminación,Apliques,3,131.45,,,394.35,21
OL-0000558,O-202400188,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,1,122.24,,,"122,24",10
OL-0000559,O-202400189,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,1,"25,42",20,5.08,20,21
OL-0000560,O-202400189,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,,15,4.56,25.84,10
OL-0000561,O-202400190,P1096,Figura Vintage ★,Decoración,Figuras,1,131.91,5,6.60,125.31,21
OL-0000562,O-202400190, P1026,Cuadro Vintage ★,Decoración,Cuadros,1,"87,15",5,4.36,82.79,10
OL-0000563,O-202400190,p1005,,,,1,€590.38,25,147.59,€442.79,21
OL-0000564,O-202400191,P1035,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,€207.50,10,20.75,"186,75",21
OL-0000565,O-202400191,P1034,Jarrone Atlas ★,Decoración,Jarrones,2,297.19,5,29.72,564.66,10
OL-0000566,O-202400191,P1098,Espejo Boreal ★,Decoración,Espejos,1,,,,195.32,21
OL-0000567,O-202400191,P1084,Espejo Eco ★,Decoración,Espejos,1,€41.38,,,41.38,10
OL-0000568,O-202400192,P1011,Vela Eco ★,Decoración,Velas,1,96,15,"14,44",81.83,21
OL-0000569,O-202400192,P1082,Vela Vintage ★,Decoración,Velas,1,231.65,,,"231,65",21
OL-0000570,O-202400192,P1083,"Aplique Aurora ""Star""",Iluminación,,1,363.24,,,"363,24",10
OL-0000571,O-202400192,P1011,Vela Eco ★,Decoración,Velas,1,83.41,,,83.41,21
OL-0000572,O-202400192,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,4,394.14,0,0.00,1576.56,10
OL-0000573,O-202400192,P1022,Armario Aurora 120cm,Muebles,Armarios,1,861.21,5,43.06,818.15,21
OL-0000574,O-202400193,P1069,Sofá Zen 120cm,Muebles,Sofás,1,494.17,25,123.54,370.63,21
OL-0000575,O-202400193,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,"22,91",,,22.91,10
OL-0000576,O-202400193,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,3,€127.41,,,"382,23",10
OL-0000577,O-202400194,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,193.51,10,19.35,174.16,21
OL-0000578,O-202400194,P1004,Cama Sol 120cm,decoración,Camas,1,,,,1177.43,21
OL-0000579,O-202400194,P1078,Estantería Atlas 160cm,Muebles,Estanterías,1,634.16,,,634.16,21
OL-0000580,O-202400194,P1067,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,2,364.39,25,182.19,546.59,21
OL-0000581,O-202400195,P1033,Cojine Sol ★,Decoración,Cojines,1,,15,36.57,€207.25,21
OL-0000582,O-202400195,P1052,Cama Vintage 3 plazas,Muebles,Camas,3,705.40,,,2116.20,21
OL-0000583,O-202400195,P1015,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,82,110,89.69,€-8.15,10
OL-0000584,O-202400196,P1082,Vela Vintage ★,Decoración,Velas,2,"213,52",5,21.35,405.69,10
OL-0000585,O-202400197, P1078,Estantería Atlas 160cm,Muebles,Estanterías,1,723.24,,,723.24,21
OL-0000586,O-202400198,,,,,1,606.52,,,606.52,21
OL-0000587,O-202400198,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,189.88,,,189.88,21
OL-0000588,O-202400199,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,3,€97.59,30,"87,83",204.94,10
OL-0000589,O-202400199,P1024,Cojine Vintage ★,Decoración,Cojines,1,172,15,25.79,146.12,10
OL-0000590,O-202400200,P1056,Cortina Luna Set 2 uds,Textil hogar,Cortinas,1,"203,50",0,"0,00",203.50,21
OL-0000591,O-202400200,P1064,Estantería Minimal 120cm,Muebles,Estanterías,2,€425.07,,,850.14,21
OL-0000592,O-202400200,P1087,Jarrone Eco ★,Decoración,Jarrones,1,202.57,,,202.57,10
OL-0000593,O-202400200,P1097,Sofá Eco 120cm,Muebles,Sofás,2,703.47,,,€1406.94,21
OL-0000594,O-202400201,P1054,Figura Minimal ★,Decoración,Figuras,2,110.99,,,"221,98",21
OL-0000595,O-202400201,P1047,Sofá Atlas 3 plazas,Muebles,Sofás,1,€512.02,,,510.63,21
OL-0000596,O-202400202,P1087,Jarrone Eco ★,Decoración,Jarrones,1,179.91,15,26.99,152.92,21
OL-0000597,O-202400203,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,443.34,0,0.00,443.34,21
OL-0000598,O-202400203,P1010,Cama Sol Compact,Muebles,Camas,1,929.46,0,0.00,€929.46,21
OL-0000599,O-202400204,P1034,Jarrone Atlas ★,Decoración,Jarrones,2,293.59,20,€117.44,469.74,21
OL-0000600,O-202400204,P1090,Armario Sol XL,Muebles,Armarios,1,1147.04,,,1147.04,21
OL-0000601,O-202400205,P9999,Producto desconocido,,,2,780.37,5,"78,04",1482.70,21
OL-0000602,O-202400206,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,1,115.51,,,115.51,21
OL-0000603,O-202400206,P1092,Armario Sol Compact,Muebles,Armarios,1,503.99,5,25.20,478.79,21
OL-0000604,O-202400207,P1078,Estantería Atlas 160cm,Muebles,Estanterías,1,679.90,,,679.90,21
OL-0000605,O-202400207,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,206.03,15,30.90,175.13,21
OL-0000606,O-202400207,P1048,Mesa Minimal 160cm,Muebles,Mesas,1,481.99,,,"481,99",21
OL-0000607,O-202400208,P1016,"Aplique Élite ""Star""",Iluminación,Apliques,2,305.98,,,611.96,21
OL-0000608,O-202400209,P1072,"Aplique Aurora ""Star""",Iluminación,Apliques,1,196,25,49.06,147.19,10
OL-0000609,O-202400209,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,1,"273,98",25,68.50,205,21
OL-0000610,O-202400209,,,,,1,,10,93.83,844.51,21
OL-0000611,O-202400210,P9999,Producto desconocido,,,2,"667,92",25,333.96,€1001.88,21
OL-0000612,O-202400210,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,208.24,30,€62.47,145.77,21
OL-0000613,O-202400210,P1011,Vela Eco ★,Decoración,Velas,2,94.83,30,56.90,"132,76",10
OL-0000614,O-202400211,P1032,Figura Minimal ★,Decoración,Lamparas mesa,2,129.04,10,25.81,232.27,10
OL-0000615,O-202400211,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,1,140.06,5,7.00,133.06,10
OL-0000616,O-202400211,P1098,Espejo Boreal ★,Decoración,Espejos,1,220.21,,,220.21,21
OL-0000617,O-202400211,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,1,€104.92,,,104.92,21
OL-0000618,O-202400212,P1028,Sábana Zen 90x200,Textil hogar,Sábanas,1,"64,78",5,3.24,€61.54,21
OL-0000619,O-202400212,P1079,Cuadro Boreal ★,Decoración,Cuadros,1,158.61,,,158.61,21
OL-0000620,O-202400213,P1054,Figura Minimal ★,Decoración,Figuras,1,"111,95",0,€0.00,111.95,21
OL-0000621,O-202400213,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,2,294.15,15,"88,24",€500.06,21
OL-0000622,O-202400213,P1021,"Bombilla Brisa ""Star""",Iluminación,Bombillas,1,307.14,,,307.14,10
OL-0000623,O-202400214,P1042,Espejo Minimal ★,Decoración,Espejos,1,78.12,10,€7.81,€70.31,21
OL-0000624,O-202400214,P1034,Jarrone Atlas ★,Decoración,Jarrones,1,280.77,25,"70,19",210.58,10
OL-0000625,O-202400214,P1087,Jarrone Eco ★,Decoración,Jarrones,2,183.99,30,110.39,257.59,10
OL-0000626,O-202400215,P1011,Vela Eco ★,Decoración,Velas,1,"92,20",25,"23,05",69.15,21
OL-0000627,O-202400215,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,102.38,,,102.38,10
OL-0000628,O-202400215,P1097,Sofá Eco 120cm,Muebles,Sofás,2,743.03,30,445.82,1040.24,21
OL-0000629,O-202400215,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,2,€396.18,,,792.36,21
OL-0000630,O-202400216,SKU-9999,,,,1,1192.48,10,119.25,€1073.23,21
OL-0000631,O-202400216,P1084,Espejo Eco ★,Decoración,Espejos,1,43.47,5,2.17,"41,30",10
OL-0000632,O-202400217,P1040,Manta Boreal 140x200,Textil hogar,Mantas,1,31.02,,,31.02,21
OL-0000633,O-202400217,P1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,3,23.92,5,3.59,"68,17",21
OL-0000634,O-202400217,P1075,Cuadro Luna ★,Decoración,Cuadros,2,31.79,,,63.58,21
OL-0000635,O-202400218,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,1,23.89,10,2.39,"21,50",21
OL-0000636,O-202400218,P1082,Vela Vintage ★,Decoración,Velas,1,217.59,25,54.40,163.19,10
OL-0000637,O-202400219,P1045,Sofá Aurora 120cm,Muebles,Sofás,1,171.92,0,0.00,171.92,21
OL-0000638,O-202400220,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,1,296.49,10,29.65,266.84,10
OL-0000639,O-202400220,P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,3,"28,73",,,86.19,21
OL-0000640,O-202400221,P1022,Armario Aurora 120cm,Muebles,Armarios,3,845.47,,,2536.41,21
OL-0000641,O-202400221,P1016,"Aplique Élite ""Star""",Iluminación,Apliques,2,285.23,15,86,484.89,10
OL-0000642,O-202400222,P1050,Cama Brisa Compact,Muebles,Camas,1,182.24,10,"18,22",164.02,21
OL-0000643,O-202400222,P1097,Sofá Eco 120cm,Muebles,Sofás,1,770.95,5,"38,55",732.40,21
OL-0000644,O-202400222,P1099,Figura Eco ★,Decoración,Figuras,1,170,0,€0.00,170.03,21
OL-0000645,O-202400222, P1026,Cuadro Vintage ★,Decoración,Cuadros,1,84.19,25,21.05,,21
OL-0000646,O-202400222, P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,1,269.21,5,13.46,"255,75",10
OL-0000647,O-202400222,P1028,Sábana Zen 90x200,Textil hogar,Sábanas,1,70.49,0,0.00,70.49,21
OL-0000648,O-202400223,P1032,Figura Minimal ★,Decoración,Lamparas mesa,3,115.65,30,104.09,243,10
OL-0000649,O-202400223,P1050,Cama Brisa Compact,Muebles,Camas,1,199.07,,,"199,07",21
OL-0000650,O-202400223,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,2,63,0,0.00,126.96,10
OL-0000651,O-202400223,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,1,364.51,,,364.51,21
OL-0000652,O-202400224,P1097,Sofá Eco 120cm,Muebles,Sofás,1,764.91,,,"764,91",21
OL-0000653,O-202400225,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,"189,93",25,"47,48",142,21
OL-0000654,O-202400225,P1026,Cuadro Vintage ★,Decoración,Cuadros,1,84,,,84.05,10
OL-0000655,O-202400226,P1029,Figura Luna ★,Decoración,,1,,30,€15.43,€36.00,10
OL-0000656,O-202400226,p1099,Figura Eco ★,Decoración,Figuras,2,193.55,,,387.10,10
OL-0000657,O-202400226,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,3,€212.95,,,638.85,21
OL-0000658,O-202400227,P1044,"Bombilla Eco ""Star""",Iluminación,,1,52.90,10,5.29,,10
OL-0000659,O-202400227, P1044,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,55.22,30,16.57,38.65,10
OL-0000660,O-202400227,P1056,Cortina Luna Set 2 uds,Textil hogar,Cortinas,2,201.42,15,"60,43","342,41",21
OL-0000661,O-202400227,P1030,Sofá Vintage XL,Muebles,Sofás,1,"975,19",,,975.19,21
OL-0000662,O-202400228,P1078,Estantería Atlas 160cm,Muebles,Estanterías,1,634.72,110,698.19,-63.47,21
OL-0000663,O-202400228,P1041,Vela Luna ★,Decoración,Velas,1,109.65,,,"109,65",10
OL-0000664,O-202400229,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,0,93.61,30,0.00,"-0,05",21
OL-0000665,O-202400229,P1054,Figura Minimal ★,Decoración,Figuras,1,111.02,,,111.02,10
OL-0000666,O-202400230,SKU-9999,Producto desconocido,N/A,,1,"614,45",,,614.45,21
OL-0000667,O-202400230,P1022,Armario Aurora 120cm,Muebles,Armarios,3,745.97,5,111.90,2126.01,21
OL-0000668,O-202400231,P1087,Jarrone Eco ★,Decoración,Jarrones,1,176.03,,,176.03,21
OL-0000669,O-202400231,P1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,1,22.61,,,22.61,21
OL-0000670,O-202400232,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,2,52.76,5,"5,28",100.24,10
OL-0000671,O-202400232,SKU-1010,,,,1,840,0,0,840.12,21
OL-0000672,O-202400232,P1016,"Aplique Élite ""Star""",Iluminación,Apliques,1,286.61,25,€71.65,"214,96",10
OL-0000673,O-202400232,P1075,Cuadro Luna ★,Decoración,Cuadros,3,30,5,€4.50,85.53,10
OL-0000674,O-202400233,,Producto desconocido,,,2,655.58,15,196.67,1114.49,21
OL-0000675,O-202400233,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,3,57.59,5,8.64,€164.13,21
OL-0000676,O-202400233,P1048,Mesa Minimal 160cm,Muebles,Mesas,3,458.68,,,1376.04,21
OL-0000677,O-202400233,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,2,49.84,0,0.00,99.68,10
OL-0000678,O-202400233,SKU-9999,,,,1,655.11,,,655,21
OL-0000679,O-202400234,P1090,Armario Sol XL,Muebles,Armarios,2,1261.14,20,€504.46,2017.82,21
OL-0000680,O-202400234,P1042,Espejo Minimal ★,Decoración,Espejos,1,76.85,110,€84.53,€-7.68,10
OL-0000681,O-202400235,P1021,"Bombilla Brisa ""Star""",Iluminación,Bombillas,1,290.18,5,14.51,275.67,10
OL-0000682,O-202400235,P1082,Vela Vintage ★,Decoración,Velas,1,215.73,,,215.73,21
OL-0000683,O-202400235,P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,1,333.93,10,33,"300,54",10
OL-0000684,O-202400235,P1088,Espejo Élite ★,Decoración,Espejos,1,138.11,,,"138,11",21
OL-0000685,O-202400236,P1022,Armario Aurora 120cm,Muebles,Armarios,3,833.65,0,0.00,2500.95,21
OL-0000686,O-202400236,P1003,Espejo Atlas ★,Decoración,Espejos,3,261.73,,,785.19,10
OL-0000687,O-202400236,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,€21.24,-5,€-1.06,"22,30",21
OL-0000688,O-202400237,P1093,Sofá Atlas XL,Muebles,Sofás,1,€436.00,15,65.40,370.60,21
OL-0000689,O-202400237,SKU-9999,Producto desconocido,,,1,508.85,25,127.21,€381.64,21
OL-0000690,O-202400237,P1055,Cuadro Luna ★,Decoración,Cuadros,1,121.51,25,30.38,€91.13,10
OL-0000691,O-202400238,P9999,Producto desconocido,,,1,915.38,,,915.38,21
OL-0000692,O-202400239,P1050,Cama Brisa Compact,Muebles,Camas,1,192,,,191.83,21
OL-0000693,O-202400239,P1048,Mesa Minimal 160cm,Muebles,Mesas,1,424.60,5,21.23,403.37,21
OL-0000694,O-202400239,SKU-1019,Vela Aurora ★,Decoración,Velas,1,"48,06",-5,-2.40,50.46,10
OL-0000695,O-202400240,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,1,23.64,20,4.73,18.91,21
OL-0000696,O-202400240,P1045,Sofá Aurora 120cm,Muebles,Sofás,1,160.27,,,160.27,21
OL-0000697,O-202400241,P1044,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,"50,20",,,50.20,21
OL-0000698,O-202400241,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,196,0,0.00,,21
OL-0000699,O-202400242,P1070,"Aplique Boreal ""Star""",Iluminación,,1,282.63,15,"42,39","240,24",21
OL-0000700,O-202400242,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,1,52.92,15,"7,94",44.98,21
OL-0000701,O-202400243,P1024,Cojine Vintage ★,Decoración,Cojines,2,174.31,0,0.00,348.62,10
OL-0000702,O-202400244,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,1,325.30,,,325.30,21
OL-0000703,O-202400244,P1023,"Aplique Élite ""Star""",Iluminación,Apliques,1,128.59,30,38.58,90.01,10
OL-0000704,O-202400244,P1018,Cojine Minimal ★,Decoración,Cojines,1,€166.47,30,"49,94",116.53,21
OL-0000705,O-202400244,SKU-1019,Vela Aurora ★,Decoración,Velas,1,48.33,,,48.33,21
OL-0000706,O-202400245,P1078,Estantería Atlas 160cm,Muebles,Estanterías,3,,20,398.29,1593.14,21
OL-0000707,O-202400245,P1096,Figura Vintage ★,Decoración,Figuras,3,130.58,-5,-19.59,411.33,21
OL-0000708,O-202400245,P1073,Espejo Minimal ★,Decoración,Espejos,2,"117,13",5,11.71,222.55,10
OL-0000709,O-202400245,SKU-9999,,,,1,788.50,15,118.27,670.23,21
OL-0000710,O-202400245,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,3,300.93,0,0.00,902.79,21
OL-0000711,O-202400246,P1044,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,52.55,10,€5.25,47.30,21
OL-0000712,O-202400246,P1066,Jarrón Brisa 💠,Iluminación,Lámparas pie,2,"83,66",10,16.73,€150.59,21
OL-0000713,O-202400246,p1059,Armario Minimal 120cm,Muebles,Armarios,1,723.47,,,€723.47,21
OL-0000714,O-202400246,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,2,325.24,10,65.05,585.43,21
OL-0000715,O-202400246,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,4,€21.68,30,€26.02,"60,70",21
OL-0000716,O-202400247,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,1,103.20,25,25.80,77,21
OL-0000717,O-202400247,P1034,Jarrone Atlas ★,Decoración,Jarrones,1,302.49,,,"302,49",10
OL-0000718,O-202400247,P1033,Cojine Sol ★,Decoración,Cojines,3,249.51,,,748.53,21
OL-0000719,O-202400248,P1016,"Aplique Élite ""Star""",Iluminación,Apliques,1,295.84,10,29.58,266.26,21
OL-0000720,O-202400249,P1080,Espejo Boreal ★,Decoración,Espejos,1,"201,98",30,61,141,10
OL-0000721,O-202400249,P1083,"Aplique Aurora ""Star""",Iluminación,,3,358.81,,,1076.43,21
OL-0000722,O-202400249,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,2,125.02,0,0.00,250.04,10
OL-0000723,O-202400249,P1097,Sofá Eco 120cm,Muebles,Sofás,3,€714.40,,,2143.20,21
OL-0000724,O-202400250,P1080,Espejo Boreal ★,Decoración,Espejos,3,"186,13",,,558.39,10
OL-0000725,O-202400250,P1049,"Lámparas techo Boreal ""Star""",Iluminación,Lámparas techo,3,345.89,25,259.42,778.25,10
OL-0000726,O-202400250,P1001,Cuadro Atlas ★,Decoración,Cuadros,2,"31,59",,,€63.18,21
OL-0000727,O-202400251,P1030,Sofá Vintage XL,Muebles,Sofás,2,"941,64",20,376.66,1506.62,21
OL-0000728,O-202400251,P1098,Espejo Boreal ★,Decoración,Espejos,1,220.50,0,0.00,"220,50",10
OL-0000729,O-202400252,P1086,"Lámparas mesa Eco ""Star""",Iluminación,,2,186.76,20,"74,70",298.82,10
OL-0000730,O-202400252,P1014,Cuadro Zen ★,Decoración,Cuadros,3,65.44,20,39,157.06,10
OL-0000731,O-202400252,P1073,Espejo Minimal ★,Decoración,,3,112.78,5,16.92,321.42,10
OL-0000732,O-202400253,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,3,95.20,20,57.12,228.48,21
OL-0000733,O-202400253,P1095,  Espejo Élite 80cm  ,Iluminación,Lámparas pie,1,"0,00",30,0.00,0.00,21
OL-0000734,O-202400253,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,3,"357,89",15,161.05,912.62,21
